2.27					2.39
2.22					2.42
2.15					2.56
2.13					2.48
2.06					2.53
2.01					2.71
1.94					2.99
1.99					2.58
1.92					2.63
1.87					2.66
1.80					2.80
1.78					2.96
1.71					3.01
1.66					3.43
1.59					3.95
1.75					2.75
1.68					2.80
1.63					2.83
1.55					2.97
1.54					2.89
1.42					3.12
1.35					3.39
1.40					3.40
1.33					3.45
1.28					3.48
1.19					4.19
1.12					4.24
1.07					5.07
