2.34			    2.34
2.27					2.39
2.22					2.42
2.13					2.48
2.06					2.53
1.99					2.58
1.92					2.63
1.87					2.66
1.75					2.75
1.68					2.80
1.63					2.83
1.54					2.89
1.47				  2.94
1.21	      	3.62
1.12					4.24
1.07					5.07
1.00	       6.00
